CPH-L-123. Counties Ranked by Median Household Income Within the United States and Within the State: 1989




-----------------------------------------------------------
                                        Median,Rank,Rank
"Greenlee County, AZ","$27,491",710,2
"La Paz County, AZ","$16,555",2891,14
"Maricopa County, AZ","$30,797",392,1
"Mohave County, AZ","$24,002",1301,5
"Navajo County, AZ","$19,452",2398,12
"Pima County, AZ","$25,401",1036,4
"Pinal County, AZ","$21,301",1964,10
"Santa Cruz County, AZ","$22,066",1757,8
"Yavapai County, AZ","$22,060",1762,9
"Yuma County, AZ","$23,635",1373,6
"Arkansas County, AR","$19,516",2382,30
"Ashley County, AR","$20,609",2148,21
"Baxter County, AR","$18,826",2537,39
"Benton County, AR","$26,021",913,3
"Boone County, AR","$20,656",2134,19
"Bradley County, AR","$17,259",2805,51
"Calhoun County, AR","$21,198",1992,15
"Carroll County, AR","$20,623",2143,20
"Chicot County, AR","$12,680",3115,74
"Clark County, AR","$18,068",2676,46
"Clay County, AR","$16,219",2922,62
"Cleburne County, AR","$19,438",2402,31
"Cleveland County, AR","$19,703",2353,28
"Columbia County, AR","$18,470",2598,41
"Conway County, AR","$20,538",2160,22
"Craighead County, AR","$22,150",1729,10
"Crawford County, AR","$21,574",1876,12
"Crittenden County, AR","$20,948",2051,18
"Cross County, AR","$19,049",2493,35
"Dallas County, AR","$17,651",2743,48
"Desha County, AR","$15,719",2965,63
"Drew County, AR","$18,906",2528,38
"Faulkner County, AR","$23,663",1368,7
"Franklin County, AR","$18,408",2611,43
"Fulton County, AR","$14,950",3024,68
"Garland County, AR","$20,260",2229,23
"Grant County, AR","$24,278",1258,4
"Greene County, AR","$19,940",2309,26
"Hempstead County, AR","$16,986",2843,55
"Hot Spring County, AR","$19,355",2433,32
"Howard County, AR","$21,277",1971,14
"Independence County, AR","$20,208",2244,25
"Izard County, AR","$16,910",2855,56
"Jackson County, AR","$16,641",2881,59
"Jefferson County, AR","$21,322",1958,13
"Johnson County, AR","$18,225",2649,45
"Lafayette County, AR","$13,849",3076,70
"Lawrence County, AR","$15,337",2999,65
"Lee County, AR","$11,949",3125,75
"Lincoln County, AR","$18,457",2602,42
"Little River County, AR","$21,791",1817,11
"Logan County, AR","$18,992",2511,36
"Lonoke County, AR","$23,831",1334,6
"Madison County, AR","$18,392",2615,44
"Marion County, AR","$17,220",2813,52
"Miller County, AR","$20,232",2237,24
"Mississippi County, AR","$18,522",2588,40
"Monroe County, AR","$13,633",3087,71
"Montgomery County, AR","$16,503",2894,60
"Nevada County, AR","$18,919",2527,37
"Newton County, AR","$15,139",3012,66
"Ouachita County, AR","$21,056",2029,16
"Perry County, AR","$17,626",2746,49
"Phillips County, AR","$13,071",3102,73
"Pike County, AR","$19,240",2449,33
"Poinsett County, AR","$16,858",2860,57
"Polk County, AR","$17,789",2722,47
"Pope County, AR","$22,326",1679,9
"Prairie County, AR","$17,044",2837,54
"Pulaski County, AR","$26,883",792,2
"Randolph County, AR","$16,719",2875,58
"St. Francis County, AR","$15,029",3016,67
"Saline County, AR","$28,262",630,1
"Scott County, AR","$16,470",2898,61
"Searcy County, AR","$13,221",3099,72
"Sebastian County, AR","$24,037",1296,5
"Sevier County, AR","$19,208",2459,34
"Sharp County, AR","$17,362",2785,50
"Stone County, AR","$15,655",2971,64
"Union County, AR","$21,041",2031,17
"Van Buren County, AR","$17,103",2827,53
"Washington County, AR","$23,124",1481,8
"White County, AR","$19,722",2347,27
"Woodruff County, AR","$14,024",3067,69
"Yell County, AR","$19,647",2363,29
"Alameda County, CA","$37,544",134,9
"Alpine County, CA","$24,929",1128,42
"Amador County, CA","$30,265",439,27
"Butte County, CA","$22,776",1562,51
"Calaveras County, CA","$27,645",685,31
"Colusa County, CA","$24,912",1130,43
"Contra Costa County, CA","$45,087",46,6
"Del Norte County, CA","$22,917",1531,49
"El Dorado County, CA","$35,058",206,15
"Fresno County, CA","$26,377",859,37
"Glenn County, CA","$22,831",1545,50
"Humboldt County, CA","$23,586",1384,48
"Imperial County, CA","$22,442",1640,52
"Inyo County, CA","$24,386",1234,45
"Kern County, CA","$28,634",579,30
"Kings County, CA","$25,507",1013,40
"Lake County, CA","$21,794",1815,56
"Lassen County, CA","$26,764",810,35
"Los Angeles County, CA","$34,965",209,17
"Madera County, CA","$27,370",733,32
"Marin County, CA","$48,544",24,1
"Mariposa County, CA","$25,272",1062,41
"Mendocino County, CA","$26,443",853,36
"Merced County, CA","$25,548",1008,39
"Modoc County, CA","$22,029",1769,54
"Mono County, CA","$31,924",304,24
"Monterey County, CA","$33,520",239,18
"Napa County, CA","$36,773",156,11
"Nevada County, CA","$32,200",292,23
"Orange County, CA","$45,922",36,4
"Placer County, CA","$37,601",131,8
"Plumas County, CA","$24,299",1252,46
"Riverside County, CA","$33,081",257,21
"Sacramento County, CA","$32,297",286,22
"San Benito County, CA","$36,473",163,12
"San Bernardino County, CA","$33,443",243,19
"San Diego County, CA","$35,022",208,16
"San Francisco County, CA","$33,414",244,20
"San Joaquin County, CA","$30,635",403,26
"San Luis Obispo County, CA","$31,164",363,25
"San Mateo County, CA","$46,437",31,3
"Santa Barbara County, CA","$35,677",186,14
"Santa Clara County, CA","$48,115",26,2
"Santa Cruz County, CA","$37,112",146,10
"Shasta County, CA","$25,581",999,38
"Sierra County, CA","$23,657",1369,47
"Siskiyou County, CA","$21,921",1783,55
"Solano County, CA","$39,113",113,7
"Sonoma County, CA","$36,299",165,13
"Stanislaus County, CA","$29,793",484,28
"Sutter County, CA","$27,096",766,33
"Tehama County, CA","$22,436",1643,53
"Trinity County, CA","$20,494",2168,58
"Tulare County, CA","$24,450",1216,44
"Tuolumne County, CA","$27,030",773,34
"Ventura County, CA","$45,612",41,5
"Yolo County, CA","$28,866",562,29
"Yuba County, CA","$21,523",1897,57
"Adams County, CO","$30,522",416,16
"Alamosa County, CO","$20,265",2226,47
"Arapahoe County, CO","$37,234",142,4
"Archuleta County, CO","$22,894",1538,33
"Baca County, CO","$18,602",2575,55
"Bent County, CO","$18,977",2515,54
"Boulder County, CO","$35,322",198,7
"Chaffee County, CO","$21,174",2000,42
"Cheyenne County, CO","$24,341",1244,29
"Clear Creek County, CO","$33,149",253,9
"Conejos County, CO","$14,188",3060,62
"Costilla County, CO","$13,057",3103,63
"Crowley County, CO","$16,088",2932,59
"Custer County, CO","$20,000",2293,48
"Delta County, CO","$18,532",2586,56
"Denver County, CO","$25,106",1099,27
"Dolores County, CO","$19,952",2304,50
"Douglas County, CO","$51,718",12,1
"Eagle County, CO","$36,931",149,5
"Elbert County, CO","$36,273",166,6
"El Paso County, CO","$29,604",498,19
"Fremont County, CO","$19,988",2297,49
"Garfield County, CO","$29,176",538,21
"Gilpin County, CO","$31,898",305,12
"Grand County, CO","$29,991",466,17
"Gunnison County, CO","$23,013",1506,32
"Hinsdale County, CO","$26,250",879,23
"Huerfano County, CO","$14,730",3034,61
"Jackson County, CO","$20,938",2054,43
"Jefferson County, CO","$39,084",114,3
"Kiowa County, CO","$21,417",1934,41
"Kit Carson County, CO","$23,125",1478,31
"Lake County, CO","$24,708",1159,28
"La Plata County, CO","$25,759",962,25
"Larimer County, CO","$29,686",490,18
"Las Animas County, CO","$16,286",2918,58
"Lincoln County, CO","$20,595",2152,46
"Logan County, CO","$22,065",1759,38
"Mesa County, CO","$23,698",1360,30
"Mineral County, CO","$19,830",2330,51
"Moffat County, CO","$31,615",324,13
"Montezuma County, CO","$22,491",1629,36
"Montrose County, CO","$22,610",1604,35
"Morgan County, CO","$22,849",1543,34
"Otero County, CO","$18,178",2659,57
"Ouray County, CO","$27,500",709,22
"Park County, CO","$32,102",294,11
"Phillips County, CO","$21,484",1911,40
"Pitkin County, CO","$39,991",103,2
"Prowers County, CO","$20,625",2142,45
"Pueblo County, CO","$21,553",1885,39
"Rio Blanco County, CO","$29,243",531,20
"Rio Grande County, CO","$19,193",2463,53
"Routt County, CO","$31,409",339,14
"Saguache County, CO","$15,853",2953,60
"San Juan County, CO","$26,167",888,24
"San Miguel County, CO","$30,578",408,15
"Sedgwick County, CO","$19,335",2436,52
"Summit County, CO","$35,229",199,8
"Teller County, CO","$32,209",291,10
"Washington County, CO","$20,637",2140,44
"Weld County, CO","$25,642",987,26
"Yuma County, CO","$22,249",1703,37
"Fairfield County, CT","$49,891",18,1
"Hartford County, CT","$40,609",94,5
"Litchfield County, CT","$42,565",71,4
"Middlesex County, CT","$43,212",65,3
"New Haven County, CT","$38,471",122,6
"New London County, CT","$37,488",136,7
"Tolland County, CT","$45,019",47,2
"Windham County, CT","$33,851",231,8
"Kent County, DE","$29,497",508,2
"New Castle County, DE","$38,617",120,1
"Sussex County, DE","$26,904",789,3
"District of Columbia, DC","$30,727",397,1
"Alachua County, FL","$22,084",1750,40
"Baker County, FL","$25,816",950,26
"Bay County, FL","$24,684",1162,33
"Bradford County, FL","$24,625",1180,34
"Brevard County, FL","$30,534",413,7
"Broward County, FL","$30,571",409,6
"Calhoun County, FL","$18,615",2571,62
"Charlotte County, FL","$25,746",967,27
"Citrus County, FL","$21,285",1969,49
"Clay County, FL","$34,860",210,2
"Collier County, FL","$34,001",227,3
"Columbia County, FL","$21,961",1776,42
"Dade County, FL","$26,909",788,23
"DeSoto County, FL","$20,962",2048,51
"Dixie County, FL","$15,380",2993,67
"Duval County, FL","$28,513",595,15
"Escambia County, FL","$25,158",1088,29
"Flagler County, FL","$28,628",580,14
"Franklin County, FL","$17,247",2807,65
"Gadsden County, FL","$19,985",2298,56
"Gilchrist County, FL","$20,632",2141,54
"Glades County, FL","$20,687",2125,53
"Gulf County, FL","$21,866",1799,43
"Hamilton County, FL","$18,709",2556,61
"Hardee County, FL","$22,065",1760,41
"Hendry County, FL","$24,904",1134,31
"Hernando County, FL","$22,741",1570,37
"Highlands County, FL","$21,146",2007,50
"Hillsborough County, FL","$28,477",602,16
"Holmes County, FL","$17,241",2809,66
"Indian River County, FL","$28,961",556,13
"Jackson County, FL","$19,471",2394,59
"Jefferson County, FL","$21,782",1821,44
"Lafayette County, FL","$20,744",2113,52
"Lake County, FL","$23,395",1426,35
"Lee County, FL","$28,448",607,17
"Leon County, FL","$27,323",736,21
"Levy County, FL","$18,807",2539,60
"Liberty County, FL","$22,253",1701,39
"Madison County, FL","$18,153",2662,64
"Manatee County, FL","$25,951",924,25
"Marion County, FL","$22,452",1637,38
"Martin County, FL","$31,760",317,5
"Monroe County, FL","$29,351",524,12
"Nassau County, FL","$30,233",443,9
"Okaloosa County, FL","$27,941",656,18
"Okeechobee County, FL","$21,427",1929,46
"Orange County, FL","$30,252",441,8
"Osceola County, FL","$27,260",745,22
"Palm Beach County, FL","$32,524",272,4
"Pasco County, FL","$21,480",1913,45
"Pinellas County, FL","$26,296",873,24
"Polk County, FL","$25,216",1072,28
"Putnam County, FL","$20,155",2253,55
"St. Johns County, FL","$29,926",474,10
"St. Lucie County, FL","$27,710",681,19
"Santa Rosa County, FL","$27,584",694,20
"Sarasota County, FL","$29,919",475,11
"Seminole County, FL","$35,637",188,1
"Sumter County, FL","$19,584",2376,58
"Suwannee County, FL","$19,775",2339,57
"Taylor County, FL","$21,380",1947,47
"Union County, FL","$22,831",1546,36
"Volusia County, FL","$24,818",1141,32
"Wakulla County, FL","$25,019",1116,30
"Walton County, FL","$21,297",1966,48
"Washington County, FL","$18,266",2641,63
"Appling County, GA","$22,271",1693,73
"Atkinson County, GA","$17,685",2739,140
"Bacon County, GA","$19,118",2479,122
"Baker County, GA","$18,489",2592,129
"Baldwin County, GA","$25,513",1012,46
"Banks County, GA","$24,220",1268,60
"Barrow County, GA","$27,538",703,32
"Bartow County, GA","$27,554",700,31
"Ben Hill County, GA","$19,106",2482,123
"Berrien County, GA","$20,979",2044,91
"Bibb County, GA","$25,813",951,38
"Bleckley County, GA","$22,690",1579,69
"Brantley County, GA","$22,087",1749,75
"Brooks County, GA","$19,474",2392,116
"Bryan County, GA","$28,623",583,21
"Bulloch County, GA","$20,640",2139,97
"Burke County, GA","$17,667",2740,141
"Butts County, GA","$24,420",1225,55
"Calhoun County, GA","$15,640",2973,155
"Camden County, GA","$28,212",634,23
"Candler County, GA","$19,375",2425,118
"Carroll County, GA","$25,607",993,42
"Catoosa County, GA","$25,581",1000,44
"Charlton County, GA","$22,328",1677,71
"Chatham County, GA","$26,721",814,34
"Chattahoochee County, GA","$25,305",1058,48
"Chattooga County, GA","$20,335",2212,104
"Cherokee County, GA","$39,052",116,6
"Clarke County, GA","$20,806",2092,95
"Clay County, GA","$13,709",3084,159
"Clayton County, GA","$33,472",240,12
"Clinch County, GA","$18,098",2668,133
"Cobb County, GA","$41,297",86,3
"Coffee County, GA","$20,651",2135,96
"Colquitt County, GA","$20,331",2213,105
"Columbia County, GA","$40,122",100,4
"Cook County, GA","$19,858",2327,114
"Coweta County, GA","$31,925",303,15
"Crawford County, GA","$25,799",954,39
"Crisp County, GA","$17,797",2720,138
"Dade County, GA","$20,176",2249,110
"Dawson County, GA","$28,380",613,22
"Decatur County, GA","$20,854",2083,94
"DeKalb County, GA","$35,721",185,10
"Dodge County, GA","$18,244",2646,132
"Dooly County, GA","$16,326",2911,152
"Dougherty County, GA","$23,587",1381,63
"Douglas County, GA","$37,138",145,8
"Early County, GA","$16,421",2904,150
"Echols County, GA","$21,574",1877,80
"Effingham County, GA","$29,443",514,20
"Elbert County, GA","$20,501",2166,99
"Emanuel County, GA","$17,891",2704,136
"Evans County, GA","$19,972",2300,113
"Fannin County, GA","$19,023",2503,125
"Fayette County, GA","$50,167",17,1
"Floyd County, GA","$25,536",1010,45
"Forsyth County, GA","$36,642",160,9
"Franklin County, GA","$21,663",1853,78
"Fulton County, GA","$29,978",470,18
"Gilmer County, GA","$21,410",1939,86
"Glascock County, GA","$21,806",1811,76
"Glynn County, GA","$27,887",661,26
"Gordon County, GA","$26,981",778,33
"Grady County, GA","$19,507",2385,115
"Greene County, GA","$20,264",2227,108
"Gwinnett County, GA","$43,518",59,2
"Habersham County, GA","$24,386",1235,56
"Hall County, GA","$29,774",487,19
"Hancock County, GA","$17,825",2713,137
"Haralson County, GA","$22,775",1563,67
"Harris County, GA","$27,616",691,30
"Hart County, GA","$24,333",1246,57
"Heard County, GA","$21,513",1902,81
"Henry County, GA","$37,550",133,7
"Houston County, GA","$31,229",356,16
"Irwin County, GA","$20,169",2251,111
"Jackson County, GA","$25,418",1030,47
"Jasper County, GA","$25,736",968,40
"Jeff Davis County, GA","$21,470",1918,83
"Jefferson County, GA","$17,076",2831,146
"Jenkins County, GA","$16,967",2844,147
"Johnson County, GA","$18,064",2678,134
"Jones County, GA","$31,934",302,14
"Lamar County, GA","$23,336",1440,64
"Lanier County, GA","$17,618",2747,142
"Laurens County, GA","$21,788",1819,77
"Lee County, GA","$30,974",378,17
"Liberty County, GA","$21,596",1873,79
"Lincoln County, GA","$21,472",1917,82
"Long County, GA","$18,802",2541,127
"Lowndes County, GA","$23,295",1450,66
"Lumpkin County, GA","$26,116",895,36
"McDuffie County, GA","$21,292",1967,89
"McIntosh County, GA","$19,182",2465,121
"Macon County, GA","$17,526",2759,143
"Madison County, GA","$25,092",1102,52
"Marion County, GA","$18,343",2626,131
"Meriwether County, GA","$20,212",2243,109
"Miller County, GA","$20,488",2171,102
"Mitchell County, GA","$18,926",2525,126
"Monroe County, GA","$27,770",669,28
"Montgomery County, GA","$20,054",2280,112
"Morgan County, GA","$26,018",916,37
"Murray County, GA","$26,517",844,35
"Muscogee County, GA","$24,056",1291,62
"Newton County, GA","$27,992",651,25
"Oconee County, GA","$34,566",214,11
"Oglethorpe County, GA","$24,667",1168,54
"Paulding County, GA","$33,085",256,13
"Peach County, GA","$25,604",994,43
"Pickens County, GA","$25,248",1065,50
"Pierce County, GA","$20,499",2167,100
"Pike County, GA","$27,733",677,29
"Polk County, GA","$22,326",1680,72
"Pulaski County, GA","$21,376",1951,87
"Putnam County, GA","$24,325",1248,58
"Quitman County, GA","$15,972",2946,154
"Rabun County, GA","$21,177",1998,90
"Randolph County, GA","$13,972",3070,158
"Richmond County, GA","$25,265",1064,49
"Rockdale County, GA","$39,389",108,5
"Schley County, GA","$21,417",1935,85
"Screven County, GA","$20,531",2162,98
"Seminole County, GA","$18,438",2607,130
"Spalding County, GA","$25,634",988,41
"Stephens County, GA","$22,204",1714,74
"Stewart County, GA","$15,606",2978,156
"Sumter County, GA","$20,957",2049,92
"Talbot County, GA","$20,489",2169,101
"Taliaferro County, GA","$14,700",3036,157
"Tattnall County, GA","$20,293",2219,106
"Taylor County, GA","$16,210",2924,153
"Telfair County, GA","$16,573",2888,149
"Terrell County, GA","$18,036",2682,135
"Thomas County, GA","$20,901",2072,93
"Tift County, GA","$22,421",1647,70
"Toombs County, GA","$19,473",2393,117
"Towns County, GA","$19,356",2431,119
"Treutlen County, GA","$17,391",2778,144
"Troup County, GA","$24,788",1149,53
"Turner County, GA","$17,766",2727,139
"Twiggs County, GA","$19,213",2457,120
"Union County, GA","$20,275",2224,107
"Upson County, GA","$22,747",1569,68
"Walker County, GA","$24,068",1288,61
"Walton County, GA","$28,198",635,24
"Ware County, GA","$20,426",2183,103
"Warren County, GA","$17,284",2801,145
"Washington County, GA","$21,460",1921,84
"Wayne County, GA","$23,311",1447,65
"Webster County, GA","$19,028",2502,124
"Wheeler County, GA","$16,585",2886,148
"White County, GA","$24,234",1266,59
"Whitfield County, GA","$27,797",667,27
"Wilcox County, GA","$16,333",2909,151
"Wilkes County, GA","$18,629",2569,128
"Wilkinson County, GA","$25,166",1084,51
"Worth County, GA","$21,312",1961,88
"Hawaii County, HI","$29,712",489,4
"Honolulu County, HI","$40,581",95,1
"Kalawao County, HI","$10,000",3138,5
"Kauai County, HI","$37,425",138,3
"Maui County, HI","$38,771",119,2
"Ada County, ID","$30,246",442,3
"Adams County, ID","$22,455",1635,29
"Bannock County, ID","$26,275",877,6
"Bear Lake County, ID","$21,646",1862,32
"Benewah County, ID","$21,508",1904,34
"Bingham County, ID","$25,158",1089,11
"Blaine County, ID","$31,199",359,1
"Boise County, ID","$26,048",909,7
"Bonner County, ID","$21,465",1919,36
"Bonneville County, ID","$30,462",423,2
"Boundary County, ID","$21,662",1855,31
"Butte County, ID","$26,292",874,5
"Camas County, ID","$24,440",1218,14
"Canyon County, ID","$22,979",1517,25
"Caribou County, ID","$29,979",468,4
"Cassia County, ID","$23,381",1431,22
"Clark County, ID","$24,583",1191,13
"Clearwater County, ID","$23,925",1313,18
"Custer County, ID","$24,393",1232,16
"Elmore County, ID","$23,750",1348,19
"Franklin County, ID","$25,446",1025,9
"Fremont County, ID","$23,498",1403,21
"Gem County, ID","$21,495",1909,35
"Gooding County, ID","$19,823",2332,41
"Idaho County, ID","$22,093",1748,30
"Jefferson County, ID","$24,421",1224,15
"Jerome County, ID","$21,209",1987,37
"Kootenai County, ID","$25,593",996,8
"Latah County, ID","$22,635",1599,27
"Lemhi County, ID","$19,697",2354,42
"Lewis County, ID","$20,926",2061,39
"Lincoln County, ID","$21,640",1864,33
"Madison County, ID","$23,000",1510,24
"Minidoka County, ID","$23,327",1441,23
"Nez Perce County, ID","$25,219",1071,10
"Oneida County, ID","$22,582",1611,28
"Owyhee County, ID","$18,595",2578,43
"Payette County, ID","$20,367",2201,40
"Power County, ID","$24,771",1155,12
"Shoshone County, ID","$20,980",2042,38
"Teton County, ID","$22,799",1554,26
"Twin Falls County, ID","$23,520",1396,20
"Valley County, ID","$24,232",1267,17
"Washington County, ID","$17,917",2701,44
"Adams County, IL","$23,317",1445,66
"Alexander County, IL","$14,786",3031,102
"Bond County, IL","$23,756",1346,62
"Boone County, IL","$35,103",204,8
"Brown County, IL","$20,445",2181,89
"Bureau County, IL","$26,248",880,44
"Calhoun County, IL","$21,163",2003,83
"Carroll County, IL","$25,758",963,50
"Cass County, IL","$23,642",1371,64
"Champaign County, IL","$26,541",839,41
"Christian County, IL","$24,506",1205,55
"Clark County, IL","$23,281",1452,67
"Clay County, IL","$20,006",2292,91
"Clinton County, IL","$29,890",476,20
"Coles County, IL","$24,153",1278,56
"Cook County, IL","$32,673",269,11
"Crawford County, IL","$23,912",1315,59
"Cumberland County, IL","$23,623",1374,65
"DeKalb County, IL","$30,864",391,17
"De Witt County, IL","$27,196",757,31
"Douglas County, IL","$26,758",812,39
"DuPage County, IL","$48,876",22,1
"Edgar County, IL","$21,657",1858,81
"Edwards County, IL","$21,238",1979,82
"Effingham County, IL","$27,245",747,30
"Fayette County, IL","$22,029",1770,77
"Ford County, IL","$25,801",953,49
"Franklin County, IL","$18,698",2559,96
"Fulton County, IL","$21,701",1842,80
"Gallatin County, IL","$19,105",2483,94
"Greene County, IL","$20,752",2107,85
"Grundy County, IL","$35,728",184,7
"Hamilton County, IL","$18,274",2639,98
"Hancock County, IL","$24,036",1297,57
"Hardin County, IL","$15,498",2985,101
"Henderson County, IL","$22,165",1723,75
"Henry County, IL","$26,198",886,45
"Iroquois County, IL","$25,435",1028,51
"Jackson County, IL","$17,567",2754,99
"Jasper County, IL","$22,751",1568,71
"Jefferson County, IL","$22,397",1655,73
"Jersey County, IL","$27,126",763,32
"Jo Daviess County, IL","$26,882",793,35
"Johnson County, IL","$21,953",1779,78
"Kane County, IL","$40,080",101,6
"Kankakee County, IL","$28,284",626,26
"Kendall County, IL","$42,834",67,4
"Knox County, IL","$24,523",1200,54
"Lake County, IL","$46,047",34,2
"La Salle County, IL","$27,093",767,33
"Lawrence County, IL","$19,688",2357,92
"Lee County, IL","$28,284",627,27
"Livingston County, IL","$29,848",480,22
"Logan County, IL","$27,528",704,29
"McDonough County, IL","$21,774",1824,79
"McHenry County, IL","$43,471",60,3
"McLean County, IL","$31,366",345,13
"Macon County, IL","$28,598",587,24
"Macoupin County, IL","$23,913",1314,58
"Madison County, IL","$29,861",478,21
"Marion County, IL","$22,813",1549,70
"Marshall County, IL","$26,450",851,42
"Mason County, IL","$22,434",1644,72
"Massac County, IL","$19,632",2366,93
"Menard County, IL","$29,326",525,23
"Mercer County, IL","$26,606",833,40
"Monroe County, IL","$35,086",205,9
"Montgomery County, IL","$23,879",1322,60
"Morgan County, IL","$26,403",858,43
"Moultrie County, IL","$26,852",800,36
"Ogle County, IL","$30,958",383,15
"Peoria County, IL","$28,193",636,28
"Perry County, IL","$22,979",1518,69
"Piatt County, IL","$31,369",344,12
"Pike County, IL","$20,527",2164,88
"Pope County, IL","$19,031",2501,95
"Pulaski County, IL","$15,625",2974,100
"Putnam County, IL","$30,136",456,19
"Randolph County, IL","$25,859",941,48
"Richland County, IL","$23,013",1507,68
"Rock Island County, IL","$26,803",804,38
"St. Clair County, IL","$26,813",802,37
"Saline County, IL","$18,349",2623,97
"Sangamon County, IL","$30,350",433,18
"Schuyler County, IL","$21,080",2021,84
"Scott County, IL","$23,642",1372,63
"Shelby County, IL","$26,040",910,46
"Stark County, IL","$25,130",1095,53
"Stephenson County, IL","$28,340",621,25
"Tazewell County, IL","$30,933",387,16
"Union County, IL","$20,173",2250,90
"Vermilion County, IL","$23,841",1330,61
"Wabash County, IL","$26,021",914,47
"Warren County, IL","$22,259",1698,74
"Washington County, IL","$25,387",1040,52
"Wayne County, IL","$20,659",2132,87
"White County, IL","$20,662",2131,86
"Whiteside County, IL","$27,085",769,34
"Will County, IL","$41,195",88,5
"Williamson County, IL","$22,043",1767,76
"Winnebago County, IL","$31,336",347,14
"Woodford County, IL","$34,375",220,10
"Adams County, IN","$28,792",567,28
"Allen County, IN","$31,835",310,9
"Bartholomew County, IN","$30,971",380,19
